"date","stato","codice_regione","denominazione_regione","lat","long","ricoverati_con_sintomi","terapia_intensiva","totale_ospedalizzati","isolamento_domiciliare","totale_positivi","variazione_totale_positivi","nuovi_positivi","dimessi_guariti","deceduti","casi_da_sospetto_diagnostico","casi_da_screening","totale_casi","tamponi","casi_testati","mortalità","nuovi_tamponi","decreto_legge","dpcm1","dpcm2","dpcm3","dpcm4","dpcm5","dpcm6","dpcm7","dpcm8","dpcm9","pre_esodo","mado","esodo1","esodo2","esodo3"
2020-09-11,"ITA",10,"Umbria",43.10675841,12.38824698,19,4,23,372,395,5,17,1533,81,1559,450,2009,173381,105483,0.0403185664509706,0.0000980499593381051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-12,"ITA",10,"Umbria",43.10675841,12.38824698,18,4,22,397,419,24,33,1542,81,1564,478,2042,174791,106482,0.0396669931439765,0.000188796906019189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-13,"ITA",10,"Umbria",43.10675841,12.38824698,19,4,23,415,438,19,24,1547,81,1568,498,2066,176517,107219,0.0392061955469506,0.000135964241404511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-14,"ITA",10,"Umbria",43.10675841,12.38824698,19,5,24,419,443,5,12,1554,81,1574,504,2078,177109,107533,0.0389797882579403,0.0000677548854095501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-15,"ITA",10,"Umbria",43.10675841,12.38824698,23,6,29,430,459,16,22,1560,81,1581,519,2100,179299,108521,0.0385714285714286,0.000122700070831405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-16,"ITA",10,"Umbria",43.10675841,12.38824698,27,5,32,436,468,9,17,1568,81,1583,534,2117,181097,109462,0.0382616910722721,0.0000938723446550743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-17,"ITA",10,"Umbria",43.10675841,12.38824698,25,5,30,437,467,-1,22,1590,82,1585,554,2139,182856,110422,0.0383356708742403,0.000120313251957825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-18,"ITA",10,"Umbria",43.10675841,12.38824698,27,5,32,423,455,-12,21,1623,82,1592,568,2160,184540,111396,0.037962962962963,0.000113796466890647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-19,"ITA",10,"Umbria",43.10675841,12.38824698,27,4,31,440,471,16,32,1638,83,1601,591,2192,186307,112361,0.0378649635036496,0.000171759515208768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-20,"ITA",10,"Umbria",43.10675841,12.38824698,29,4,33,452,485,14,24,1648,83,1607,609,2216,187607,113041,0.0374548736462094,0.000127926996327429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-21,"ITA",10,"Umbria",43.10675841,12.38824698,25,4,29,439,468,-17,5,1669,84,1612,609,2221,188200,113380,0.0378208014407924,0.000026567481402763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-22,"ITA",10,"Umbria",43.10675841,12.38824698,28,4,32,437,469,1,26,1694,84,1616,631,2247,190643,114754,0.0373831775700935,0.000136380564720446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-23,"ITA",10,"Umbria",43.10675841,12.38824698,30,3,33,435,468,-1,19,1713,85,1620,646,2266,192524,115748,0.0375110326566637,0.0000986889946188527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-24,"ITA",10,"Umbria",43.10675841,12.38824698,30,3,33,442,475,7,29,1735,85,1629,666,2295,194216,116814,0.037037037037037,0.000149318284796309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-25,"ITA",10,"Umbria",43.10675841,12.38824698,32,3,35,450,485,10,23,1748,85,1641,677,2318,196077,117862,0.0366695427092321,0.000117300856296251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-26,"ITA",10,"Umbria",43.10675841,12.38824698,34,3,37,463,500,15,35,1768,85,1646,707,2353,198085,118947,0.0361240968975776,0.000176691824216877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-27,"ITA",10,"Umbria",43.10675841,12.38824698,33,3,36,465,501,1,21,1788,85,1651,723,2374,200150,120300,0.035804549283909,0.000104921309018236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-28,"ITA",10,"Umbria",43.10675841,12.38824698,38,3,41,467,508,7,11,1792,85,1655,730,2385,200751,120628,0.0356394129979036,0.000054794247600261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-29,"ITA",10,"Umbria",43.10675841,12.38824698,39,3,42,478,520,12,23,1803,85,1659,749,2408,203384,121933,0.0352990033222591,0.000113086575148488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-09-30,"ITA",10,"Umbria",43.10675841,12.38824698,39,3,42,495,537,17,46,1832,85,1668,786,2454,205324,122979,0.0346373268133659,0.000224036157487678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-01,"ITA",10,"Umbria",43.10675841,12.38824698,38,3,41,521,562,25,46,1853,85,1681,819,2500,207255,124094,0.034,0.000221948807025162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-02,"ITA",10,"Umbria",43.10675841,12.38824698,39,4,43,567,610,48,62,1867,85,1686,876,2562,209180,125136,0.0331772053083529,0.000296395448895688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-03,"ITA",10,"Umbria",43.10675841,12.38824698,41,5,46,588,634,24,42,1885,85,1696,908,2604,211319,126315,0.032642089093702,0.000198751650348525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-04,"ITA",10,"Umbria",43.10675841,12.38824698,42,4,46,649,695,61,72,1895,86,1710,966,2676,213445,127485,0.0321375186846039,0.000337323432265923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-05,"ITA",10,"Umbria",43.10675841,12.38824698,42,5,47,659,706,11,19,1903,86,1713,982,2695,213866,127714,0.0319109461966605,0.0000888406759372691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-06,"ITA",10,"Umbria",43.10675841,12.38824698,45,5,50,698,748,42,62,1923,86,1727,1030,2757,216488,129274,0.0311933260790715,0.000286390007760245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-07,"ITA",10,"Umbria",43.10675841,12.38824698,44,8,52,756,808,60,65,1928,86,1742,1080,2822,218766,135552,0.0304748405386251,0.000297121124854868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-08,"ITA",10,"Umbria",43.10675841,12.38824698,50,8,58,805,863,55,84,1956,87,1770,1136,2906,221146,131965,0.0299380591878871,0.000379839563003627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-09,"ITA",10,"Umbria",43.10675841,12.38824698,55,8,63,937,1000,137,151,1970,87,1810,1247,3057,223791,133522,0.028459273797841,0.000674736696292523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-10,"ITA",10,"Umbria",43.10675841,12.38824698,56,8,64,1046,1110,110,132,1991,88,1824,1365,3189,225964,134818,0.0275948573220445,0.000584163849108708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-11,"ITA",10,"Umbria",43.10675841,12.38824698,58,9,67,1169,1236,126,135,2000,88,1834,1490,3324,228743,136523,0.02647412755716,0.000590181994640273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-12,"ITA",10,"Umbria",43.10675841,12.38824698,61,9,70,1300,1370,134,148,2012,90,1844,1628,3472,233252,138736,0.0259216589861751,0.000634506885257147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-13,"ITA",10,"Umbria",43.10675841,12.38824698,68,11,79,1412,1491,121,136,2027,90,1855,1753,3608,236287,140125,0.0249445676274945,0.000575571233288332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-14,"ITA",10,"Umbria",43.10675841,12.38824698,71,12,83,1540,1623,132,141,2035,91,1863,1886,3749,239714,142109,0.0242731395038677,0.000588200939452848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-15,"ITA",10,"Umbria",43.10675841,12.38824698,74,12,86,1731,1817,194,263,2104,91,1903,2109,4012,243404,144075,0.0226819541375872,0.00108050812640713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-16,"ITA",10,"Umbria",43.10675841,12.38824698,75,15,90,1871,1961,144,198,2158,91,1940,2270,4210,246365,145535,0.0216152019002375,0.000803685588456152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-17,"ITA",10,"Umbria",43.10675841,12.38824698,99,16,115,2015,2130,169,205,2193,92,1985,2430,4415,249890,147587,0.0208380520951302,0.000820360958821882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-18,"ITA",10,"Umbria",43.10675841,12.38824698,115,14,129,2302,2431,301,327,2219,92,2062,2680,4742,253302,149410,0.01940109658372,0.00129094914370988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-19,"ITA",10,"Umbria",43.10675841,12.38824698,131,15,146,2423,2569,138,167,2247,93,2099,2810,4909,254330,150026,0.0189447952739866,0.000656627216608343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-20,"ITA",10,"Umbria",43.10675841,12.38824698,150,20,170,2505,2675,106,194,2335,93,2133,2970,5103,258701,152168,0.0182245737801293,0.000749900464242504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-24,"ITA",11,"Marche",43.61675973,13.5188753,0,0,0,0,0,0,0,0,0,NA,NA,0,16,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-25,"ITA",11,"Marche",43.61675973,13.5188753,0,0,0,0,0,0,0,0,0,NA,NA,0,21,NA,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-26,"ITA",11,"Marche",43.61675973,13.5188753,1,0,1,0,1,1,1,0,0,NA,NA,1,28,NA,0,0.0357142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-27,"ITA",11,"Marche",43.61675973,13.5188753,2,1,3,0,3,2,2,0,0,NA,NA,3,46,NA,0,0.0434782608695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-28,"ITA",11,"Marche",43.61675973,13.5188753,3,2,5,1,6,3,3,0,0,NA,NA,6,47,NA,0,0.0638297872340425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-29,"ITA",11,"Marche",43.61675973,13.5188753,6,2,8,3,11,5,5,0,0,NA,NA,11,68,NA,0,0.0735294117647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-01,"ITA",11,"Marche",43.61675973,13.5188753,12,5,17,8,25,14,14,0,0,NA,NA,25,101,NA,0,0.138613861386139,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-03-02,"ITA",11,"Marche",43.61675973,13.5188753,17,6,23,11,34,9,10,0,1,NA,NA,35,137,NA,0.0285714285714286,0.072992700729927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-03,"ITA",11,"Marche",43.61675973,13.5188753,27,13,40,19,59,25,26,0,2,NA,NA,61,200,NA,0.0327868852459016,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-04,"ITA",11,"Marche",43.61675973,13.5188753,34,15,49,31,80,21,23,0,4,NA,NA,84,288,NA,0.0476190476190476,0.0798611111111111,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2020-03-05,"ITA",11,"Marche",43.61675973,13.5188753,57,19,76,44,120,40,40,0,4,NA,NA,124,413,NA,0.032258064516129,0.0968523002421307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-06,"ITA",11,"Marche",43.61675973,13.5188753,73,20,93,62,155,35,35,0,4,NA,NA,159,585,NA,0.0251572327044025,0.0598290598290598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-07,"ITA",11,"Marche",43.61675973,13.5188753,94,36,130,71,201,46,48,0,6,NA,NA,207,816,NA,0.0289855072463768,0.0588235294117647,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2020-03-08,"ITA",11,"Marche",43.61675973,13.5188753,110,41,151,114,265,64,65,0,7,NA,NA,272,1025,NA,0.0257352941176471,0.0634146341463415,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2020-03-09,"ITA",11,"Marche",43.61675973,13.5188753,136,47,183,130,313,48,51,0,10,NA,NA,323,1250,NA,0.0309597523219814,0.0408,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-03-10,"ITA",11,"Marche",43.61675973,13.5188753,152,54,206,175,381,68,71,0,13,NA,NA,394,1437,NA,0.032994923857868,0.0494084899095338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-11,"ITA",11,"Marche",43.61675973,13.5188753,212,66,278,183,461,80,85,0,18,NA,NA,479,1656,NA,0.0375782881002088,0.0513285024154589,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-03-12,"ITA",11,"Marche",43.61675973,13.5188753,254,76,330,240,570,109,113,0,22,NA,NA,592,1907,NA,0.0371621621621622,0.059255374934452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-13,"ITA",11,"Marche",43.61675973,13.5188753,337,85,422,276,698,128,133,0,27,NA,NA,725,2218,NA,0.0372413793103448,0.0599639314697926,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-03-14,"ITA",11,"Marche",43.61675973,13.5188753,449,93,542,321,863,165,174,0,36,NA,NA,899,2561,NA,0.0400444938820912,0.0679422100741898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-15,"ITA",11,"Marche",43.61675973,13.5188753,521,98,619,468,1087,224,234,0,46,NA,NA,1133,2946,NA,0.0406001765225066,0.0794297352342159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-16,"ITA",11,"Marche",43.61675973,13.5188753,528,110,638,547,1185,98,109,0,57,NA,NA,1242,3225,NA,0.0458937198067633,0.0337984496124031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-17,"ITA",11,"Marche",43.61675973,13.5188753,599,109,708,594,1302,117,129,0,69,NA,NA,1371,3225,NA,0.050328227571116,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-18,"ITA",11,"Marche",43.61675973,13.5188753,638,119,757,719,1476,174,197,0,92,NA,NA,1568,4109,NA,0.0586734693877551,0.0479435385738623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-19,"ITA",11,"Marche",43.61675973,13.5188753,656,141,797,825,1622,146,169,0,115,NA,NA,1737,4512,NA,0.0662061024755325,0.0374556737588653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-20,"ITA",11,"Marche",43.61675973,13.5188753,704,138,842,1002,1844,222,244,0,137,NA,NA,1981,5170,NA,0.0691569914184755,0.0471953578336557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-21,"ITA",11,"Marche",43.61675973,13.5188753,742,141,883,1114,1997,153,172,2,154,NA,NA,2153,5740,NA,0.0715281003251277,0.0299651567944251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-22,"ITA",11,"Marche",43.61675973,13.5188753,816,138,954,1277,2231,234,268,6,184,NA,NA,2421,6391,NA,0.0760016522098306,0.041933969644813,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2020-03-23,"ITA",11,"Marche",43.61675973,13.5188753,882,148,1030,1328,2358,127,148,8,203,NA,NA,2569,6782,NA,0.0790190735694823,0.0218224712474196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-24,"ITA",11,"Marche",43.61675973,13.5188753,862,149,1011,1486,2497,139,167,8,231,NA,NA,2736,7229,NA,0.0844298245614035,0.0231013971503666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-25,"ITA",11,"Marche",43.61675973,13.5188753,938,148,1086,1553,2639,142,198,8,287,NA,NA,2934,7896,NA,0.0978186775732788,0.0250759878419453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-26,"ITA",11,"Marche",43.61675973,13.5188753,977,166,1143,1652,2795,156,180,9,310,NA,NA,3114,8623,NA,0.0995504174694926,0.0208744056592833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-27,"ITA",11,"Marche",43.61675973,13.5188753,979,162,1141,1709,2850,55,82,10,336,NA,NA,3196,9060,NA,0.105131414267835,0.00905077262693157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-28,"ITA",11,"Marche",43.61675973,13.5188753,987,166,1153,1846,2999,149,177,10,364,NA,NA,3373,9884,NA,0.107915801956715,0.0179077296641036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-29,"ITA",11,"Marche",43.61675973,13.5188753,1000,168,1168,1992,3160,161,185,12,386,NA,NA,3558,10431,NA,0.108487914558741,0.0177355958201515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-30,"ITA",11,"Marche",43.61675973,13.5188753,998,167,1165,2086,3251,91,126,16,417,NA,NA,3684,10979,NA,0.113192182410423,0.0114764550505511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-31,"ITA",11,"Marche",43.61675973,13.5188753,946,169,1115,2237,3352,101,141,21,452,NA,NA,3825,11724,NA,0.118169934640523,0.0120266120777892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-01,"ITA",11,"Marche",43.61675973,13.5188753,984,168,1152,2304,3456,104,137,29,477,NA,NA,3962,12296,NA,0.120393740535083,0.0111418347430059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-02,"ITA",11,"Marche",43.61675973,13.5188753,986,164,1150,2405,3555,99,136,40,503,NA,NA,4098,12943,NA,0.12274280136652,0.0105076102912771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-03,"ITA",11,"Marche",43.61675973,13.5188753,982,158,1140,2491,3631,76,132,42,557,NA,NA,4230,13678,NA,0.131678486997636,0.00965053370375786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-04,"ITA",11,"Marche",43.61675973,13.5188753,997,153,1150,2347,3497,-134,111,270,574,NA,NA,4341,14472,NA,0.132227597327805,0.00766998341625207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-05,"ITA",11,"Marche",43.61675973,13.5188753,987,151,1138,2440,3578,81,123,287,599,NA,NA,4464,15252,NA,0.13418458781362,0.00806451612903226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-06,"ITA",11,"Marche",43.61675973,13.5188753,1001,140,1141,2565,3706,128,150,296,612,NA,NA,4614,15919,NA,0.132639791937581,0.00942270243105723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-07,"ITA",11,"Marche",43.61675973,13.5188753,962,139,1101,2637,3738,32,96,342,630,NA,NA,4710,16619,NA,0.133757961783439,0.00577652084962994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-08,"ITA",11,"Marche",43.61675973,13.5188753,974,133,1107,2455,3562,-176,149,645,652,NA,NA,4859,17532,NA,0.134183988474995,0.00849874515172256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-09,"ITA",11,"Marche",43.61675973,13.5188753,945,133,1078,2323,3401,-161,96,885,669,NA,NA,4955,18194,NA,0.135015136226034,0.00527646476860503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-10,"ITA",11,"Marche",43.61675973,13.5188753,925,127,1052,2264,3316,-85,129,1086,682,NA,NA,5084,18970,NA,0.134146341463415,0.00680021085925145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-11,"ITA",11,"Marche",43.61675973,13.5188753,960,118,1078,2153,3231,-85,127,1291,689,NA,NA,5211,20060,NA,0.132220303204759,0.00633100697906281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-12,"ITA",11,"Marche",43.61675973,13.5188753,949,114,1063,2051,3114,-117,92,1489,700,NA,NA,5303,21057,NA,0.132000754290025,0.00436909341311678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-13,"ITA",11,"Marche",43.61675973,13.5188753,959,108,1067,2013,3080,-34,78,1588,713,NA,NA,5381,28379,NA,0.132503252183609,0.00274851122308749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-14,"ITA",11,"Marche",43.61675973,13.5188753,937,106,1043,2052,3095,15,45,1603,728,NA,NA,5426,29160,NA,0.134168816807962,0.00154320987654321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-15,"ITA",11,"Marche",43.61675973,13.5188753,888,106,994,2103,3097,2,77,1660,746,NA,NA,5503,30329,NA,0.13556242049791,0.00253882422763692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-16,"ITA",11,"Marche",43.61675973,13.5188753,850,102,952,2172,3124,27,79,1694,764,NA,NA,5582,33778,NA,0.13686850591186,0.00233880040262893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-17,"ITA",11,"Marche",43.61675973,13.5188753,839,94,933,2224,3157,33,86,1726,785,NA,NA,5668,37997,NA,0.138496824276641,0.00226333657920362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-18,"ITA",11,"Marche",43.61675973,13.5188753,804,88,892,2280,3172,15,53,1754,795,NA,NA,5721,39909,NA,0.138961719979025,0.00132802124833997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-19,"ITA",11,"Marche",43.61675973,13.5188753,799,86,885,2297,3182,10,48,1780,807,NA,NA,5769,41474,27099,0.139885595423817,0.00115735159376959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-20,"ITA",11,"Marche",43.61675973,13.5188753,792,80,872,2340,3212,30,57,1792,822,NA,NA,5826,42782,28006,0.141091658084449,0.00133233602917115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-21,"ITA",11,"Marche",43.61675973,13.5188753,784,78,862,2356,3218,6,51,1825,834,NA,NA,5877,44332,29090,0.141909137314957,0.00115041053866282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-22,"ITA",11,"Marche",43.61675973,13.5188753,735,76,811,2419,3230,12,47,1849,845,NA,NA,5924,46492,30543,0.142640108035111,0.00101092661102985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-23,"ITA",11,"Marche",43.61675973,13.5188753,727,71,798,2432,3230,0,28,1865,857,NA,NA,5952,47662,31673,0.143985215053763,0.000587470101968025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-24,"ITA",11,"Marche",43.61675973,13.5188753,705,61,766,2507,3273,43,76,1890,865,NA,NA,6028,49163,33113,0.14349701393497,0.00154587799768118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-25,"ITA",11,"Marche",43.61675973,13.5188753,689,58,747,2525,3272,-1,30,1912,874,NA,NA,6058,50996,34256,0.1442720369759,0.000588281433837948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-26,"ITA",11,"Marche",43.61675973,13.5188753,668,58,726,2582,3308,36,53,1924,879,NA,NA,6111,52063,35107,0.143838978890525,0.00101799742619519,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020-04-27,"ITA",11,"Marche",43.61675973,13.5188753,667,58,725,2585,3310,2,16,1933,884,NA,NA,6127,52765,35617,0.144279418965236,0.000303231308632616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-28,"ITA",11,"Marche",43.61675973,13.5188753,666,58,724,2610,3334,24,48,1948,893,NA,NA,6175,54313,36650,0.144615384615385,0.000883766317456226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-29,"ITA",11,"Marche",43.61675973,13.5188753,640,52,692,2655,3347,13,35,1964,899,NA,NA,6210,55905,37877,0.144766505636071,0.000626062069582327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-04-30,"ITA",11,"Marche",43.61675973,13.5188753,465,48,513,2697,3210,-137,37,2131,906,NA,NA,6247,59488,39145,0.145029614214823,0.000621974179666487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-01,"ITA",11,"Marche",43.61675973,13.5188753,413,44,457,2754,3211,1,28,2153,911,NA,NA,6275,61241,40123,0.145179282868526,0.000457210039026143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-02,"ITA",11,"Marche",43.61675973,13.5188753,399,46,445,2760,3205,-6,23,2177,916,NA,NA,6298,62834,41156,0.145442997777072,0.00036604386160359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-03,"ITA",11,"Marche",43.61675973,13.5188753,400,43,443,2755,3198,-7,21,2194,927,NA,NA,6319,64412,42281,0.146700427282798,0.000326026206296963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-04,"ITA",11,"Marche",43.61675973,13.5188753,389,44,433,2773,3206,8,44,2225,932,NA,NA,6363,65398,42838,0.146471790036146,0.000672803449646778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-05,"ITA",11,"Marche",43.61675973,13.5188753,387,42,429,2790,3219,13,29,2237,936,NA,NA,6392,67256,44045,0.146433041301627,0.000431188295468062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-06,"ITA",11,"Marche",43.61675973,13.5188753,353,42,395,2841,3236,17,29,2242,943,NA,NA,6421,69037,45026,0.146861859523439,0.00042006460303895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-07,"ITA",11,"Marche",43.61675973,13.5188753,328,41,369,2878,3247,11,31,2257,948,NA,NA,6452,71017,46258,0.146931184128952,0.000436515200585775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-08,"ITA",11,"Marche",43.61675973,13.5188753,303,38,341,2897,3238,-9,18,2278,954,NA,NA,6470,72504,47092,0.147449768160742,0.000248262164846077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-09,"ITA",11,"Marche",43.61675973,13.5188753,285,32,317,2913,3230,-8,23,2305,958,NA,NA,6493,73965,47827,0.147543508393655,0.000310957885486379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-10,"ITA",11,"Marche",43.61675973,13.5188753,284,30,314,2937,3251,21,40,2322,960,NA,NA,6533,76367,49194,0.146946272769019,0.000523786452263412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-11,"ITA",11,"Marche",43.61675973,13.5188753,277,28,305,2922,3227,-24,10,2352,964,NA,NA,6543,77830,50206,0.147333027663151,0.000128485159964024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-12,"ITA",11,"Marche",43.61675973,13.5188753,230,24,254,2954,3208,-19,25,2391,969,NA,NA,6568,79414,51176,0.147533495736906,0.000314805953610195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-13,"ITA",11,"Marche",43.61675973,13.5188753,211,20,231,2782,3013,-195,20,2604,971,NA,NA,6588,80850,52041,0.14738919247116,0.000247371675943105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-14,"ITA",11,"Marche",43.61675973,13.5188753,189,18,207,2697,2904,-109,15,2725,974,NA,NA,6603,82840,53030,0.147508708162956,0.000181071945919845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
